Wartość spakowanych itemków	Waga spakowanych itemków	Czas pakowania	Czy poprawne	Szansa mutacji
153.7140611135816	150.39999892104382	0.91	1	0.1399999987334013
152.39047136608997	150.39914523083394	0.907	1	0.1399999987334013
151.2192553665843	150.39960593104814	0.935	1	0.1399999987334013
150.94623296946847	150.39999468174403	0.892	1	0.1399999987334013
151.71499171910028	150.39901285775545	0.938	1	0.1399999987334013
154.04565936071677	150.39993015868805	0.955	1	0.14999999850988388
153.6625033913793	150.39999093675348	0.915	1	0.14999999850988388
153.22576333423098	150.3999968553504	0.942	1	0.14999999850988388
152.18210637711644	150.3977459521557	0.922	1	0.14999999850988388
153.74863836542846	150.3999949979667	0.943	1	0.14999999850988388
154.26855238363146	150.39998870046702	0.909	1	0.14999999850988388
144.86732867511608	150.39564022472646	0.939	1	0.14999999850988388
152.99880655045376	150.39999881370937	0.931	1	0.14999999850988388
152.51334695031272	150.3999990094422	0.924	1	0.14999999850988388
152.53069113138037	150.3999921460206	0.919	1	0.14999999850988388
150.3720261608136	150.39999914507433	0.897	1	0.14999999850988388
152.75933407215535	150.39973151983997	0.935	1	0.14999999850988388
153.1310978026014	150.39933829233846	0.951	1	0.14999999850988388
151.95688093692797	150.39999764332723	0.952	1	0.14999999850988388
151.3737258919476	150.39993415064447	0.941	1	0.14999999850988388
151.91385292635664	150.39999907472298	0.933	1	0.14999999850988388
152.4808062405773	150.39999997653516	0.942	1	0.14999999850988388
152.57666256450284	150.39999299125657	0.928	1	0.14999999850988388
151.92282203061552	150.39999673973355	0.944	1	0.14999999850988388
152.70879538999202	150.39985173830073	0.951	1	0.14999999850988388
153.84025027380795	150.39999750187494	0.977	1	0.15999999828636646
152.26808325889783	150.39999962151208	1.001	1	0.15999999828636646
153.07834724970596	150.39999256637455	1.08	1	0.15999999828636646
152.6013063616627	150.39999988152564	1.052	1	0.15999999828636646
152.93480689671307	150.39995746689308	1.149	1	0.15999999828636646
153.16675359420634	150.39999907251737	1.071	1	0.15999999828636646
151.84076219357848	150.39971219212063	0.978	1	0.15999999828636646
152.6994274255753	150.39989519461665	0.954	1	0.15999999828636646
153.59645402377743	150.3999983338178	0.977	1	0.15999999828636646
150.96440537850182	150.3999899882888	0.948	1	0.15999999828636646
153.48000787199356	150.39990174495995	0.954	1	0.15999999828636646
152.42463279987538	150.39999436106604	0.934	1	0.15999999828636646
154.26770402993063	150.39995003506934	0.995	1	0.15999999828636646
153.22524377472962	150.39999627606917	0.925	1	0.15999999828636646
153.01526876480207	150.39999954025365	0.968	1	0.15999999828636646
153.67506038488708	150.39943731180603	0.957	1	0.15999999828636646
152.4439107454662	150.3999968278696	0.954	1	0.15999999828636646
153.21175535771636	150.39999764020857	0.947	1	0.15999999828636646
152.67587432164072	150.399999858164	0.957	1	0.15999999828636646
152.2902060075423	150.39999962905594	0.956	1	0.15999999828636646
154.13051163008856	150.3999864284433	0.959	1	0.16999999806284904
154.04132390834263	150.39971803754548	0.97	1	0.16999999806284904
154.29484151915517	150.3999932783613	0.991	1	0.16999999806284904
154.2683563544335	150.39873052394836	1.008	1	0.16999999806284904
154.2022511947096	150.39999961141106	0.996	1	0.16999999806284904
154.39581630265724	150.39999061049315	0.977	1	0.16999999806284904
152.37498831955918	150.39989297556454	0.943	1	0.16999999806284904
153.5625603269438	150.39434738058057	0.952	1	0.16999999806284904
153.61381924987438	150.39999927120928	0.982	1	0.16999999806284904
153.27319183852373	150.39398086497306	0.984	1	0.16999999806284904
154.32086866539606	150.39999992325312	0.951	1	0.16999999806284904
153.34583152540355	150.3999751280958	0.97	1	0.16999999806284904
152.3451585772464	150.39998523531844	0.976	1	0.16999999806284904
154.01764793456934	150.39999961729347	0.969	1	0.16999999806284904
152.56344271354948	150.39999383565075	0.961	1	0.16999999806284904
153.15069196711318	150.39195893950577	0.984	1	0.16999999806284904
154.40454569389175	150.39999995145683	0.97	1	0.16999999806284904
153.33177412917496	150.3999646158884	0.964	1	0.16999999806284904
154.76205483658714	150.39999948308468	0.99	1	0.16999999806284904
153.5559647793261	150.39989476122608	0.99	1	0.16999999806284904
152.53856626066676	150.3999999970965	0.968	1	0.17999999783933163
153.01110910256472	150.3999999831177	0.966	1	0.17999999783933163
151.58771869824204	150.39998876640806	0.962	1	0.17999999783933163
153.94870880915565	150.39999790681193	0.992	1	0.17999999783933163
153.84789128254624	150.39998963609762	0.986	1	0.17999999783933163
153.70366064737414	150.3999657019899	0.961	1	0.17999999783933163
153.80565384766453	150.39999988812338	1.001	1	0.17999999783933163
153.67164505192716	150.3999573938983	0.964	1	0.17999999783933163
153.78386504398946	150.3999982104433	1.002	1	0.17999999783933163
153.18236476433685	150.39999998128775	0.993	1	0.17999999783933163
154.12114917062559	150.39996443372704	0.986	1	0.17999999783933163
153.97003130052033	150.39999955463475	0.953	1	0.17999999783933163
154.4642173491704	150.39999163312805	0.986	1	0.17999999783933163
152.60557293921664	150.39999993565957	0.984	1	0.17999999783933163
154.15595607239845	150.3999957322274	1.016	1	0.17999999783933163
152.76304107524456	150.3999982749791	0.974	1	0.17999999783933163
152.57050593341012	150.39999950571752	0.958	1	0.17999999783933163
152.75995369014373	150.39692718058086	1.003	1	0.17999999783933163
154.29609995996552	150.39999205855418	0.993	1	0.17999999783933163
152.3465911392744	150.39999862327178	0.966	1	0.17999999783933163
154.18685083770575	150.39723899489212	0.976	1	0.1899999976158142
153.3203342137104	150.3999999545375	1.034	1	0.1899999976158142
152.77960770377294	150.39999995792658	0.974	1	0.1899999976158142
153.7153371139338	150.39942694359934	0.964	1	0.1899999976158142
153.98529288610214	150.39999908097792	0.992	1	0.1899999976158142
154.21626337880394	150.399986462161	1.023	1	0.1899999976158142
154.3047104546324	150.39974775995984	1.009	1	0.1899999976158142
154.2782091347516	150.39999955681682	0.99	1	0.1899999976158142
152.29151023409798	150.39998387405709	0.986	1	0.1899999976158142
153.8771011094471	150.3999876222942	1.0	1	0.1899999976158142
154.51226586036628	150.39999910275833	0.995	1	0.1899999976158142
154.64010314336878	150.39999887705432	1.017	1	0.1899999976158142
153.3096050227926	150.39999977682356	0.978	1	0.1899999976158142
152.90713031959467	150.39999996025648	1.005	1	0.1899999976158142
153.56028531539604	150.34988205572583	1.001	1	0.1899999976158142
154.44707380888838	150.39997958652557	1.001	1	0.1899999976158142
154.80402692297332	150.39999997865704	0.976	1	0.1899999976158142
152.8679299515179	150.3999726698262	0.946	1	0.1899999976158142
154.17630128811402	150.39999111797857	1.011	1	0.1899999976158142
153.2458070832432	150.39997955504646	0.983	1	0.1899999976158142
153.89794569620886	150.36989752812335	1.017	1	0.1999999973922968
151.90560993857537	150.3999959329688	0.989	1	0.1999999973922968
154.42668890571633	150.39999990917698	0.987	1	0.1999999973922968
154.1543230931303	150.39999991317495	1.044	1	0.1999999973922968
153.44048460582889	150.39983221079984	1.038	1	0.1999999973922968
153.29328891976763	150.39999788665688	1.0	1	0.1999999973922968
154.23432651007272	150.39999938568272	1.018	1	0.1999999973922968
152.73497223088486	150.39981095464756	1.006	1	0.1999999973922968
153.94483889419584	150.39999077202796	1.0	1	0.1999999973922968
153.38681849909426	150.39999981538284	0.984	1	0.1999999973922968
154.34868029573175	150.39999658818522	1.034	1	0.1999999973922968
154.68694617496433	150.39999875091559	1.028	1	0.1999999973922968
154.6571443814707	150.39999928805352	1.025	1	0.1999999973922968
153.17667774763825	150.39976412770898	0.995	1	0.1999999973922968
153.75292754051256	150.39990841997482	1.049	1	0.1999999973922968
153.29643856848907	150.39999907002525	1.01	1	0.1999999973922968
154.54483870056563	150.39999989273412	1.023	1	0.1999999973922968
154.14137955969647	150.39936970201524	1.05	1	0.1999999973922968
154.98119756984838	150.39999866422968	1.015	1	0.1999999973922968
154.87266420681902	150.39999632844956	1.032	1	0.1999999973922968
152.94356141413851	150.39999999632346	1.017	1	0.20999999716877937
153.82417987468583	150.39999641326858	1.002	1	0.20999999716877937
152.29246733777228	150.3998531033206	0.999	1	0.20999999716877937
153.00893552836567	150.39999861710885	0.987	1	0.20999999716877937
154.73023644241593	150.39999606532655	1.04	1	0.20999999716877937
151.24755652714097	150.399999772852	1.013	1	0.20999999716877937
153.21494871300072	150.39983796694213	0.998	1	0.20999999716877937
154.79566964460918	150.39999669777546	1.042	1	0.20999999716877937
154.449567444216	150.39998441027927	1.029	1	0.20999999716877937
154.42531794988162	150.39999860980436	1.03	1	0.20999999716877937
154.7111647160643	150.39999963881758	1.017	1	0.20999999716877937
154.33103821038804	150.39999966113913	1.053	1	0.20999999716877937
154.6906583323417	150.39995401175312	1.041	1	0.20999999716877937
153.94446884637767	150.39998097810366	1.0	1	0.20999999716877937
153.28770026647547	150.39999991239165	1.057	1	0.20999999716877937
153.32488032060024	150.39999938969868	1.001	1	0.20999999716877937
154.2455036600672	150.3999968576928	1.045	1	0.20999999716877937
154.43728342300264	150.39999978113372	0.98	1	0.20999999716877937
154.2973635635119	150.39999997875717	1.034	1	0.20999999716877937
154.08454114703216	150.3999998126031	1.048	1	0.20999999716877937
154.17050122271817	150.39999996238222	1.042	1	0.21999999694526196
154.11638441336854	150.3999998412548	1.017	1	0.21999999694526196
153.98614840094922	150.3999976098965	1.066	1	0.21999999694526196
154.84743783305214	150.3999995933308	1.071	1	0.21999999694526196
153.62913488931525	150.399999781772	1.051	1	0.21999999694526196
153.1055003095368	150.39652898114412	1.051	1	0.21999999694526196
153.28970059970536	150.39999898020267	1.044	1	0.21999999694526196
154.60722258620612	150.39999985098	1.021	1	0.21999999694526196
153.3648355913818	150.3999971018826	1.058	1	0.21999999694526196
154.71020709355398	150.39999996487177	1.026	1	0.21999999694526196
153.00260542273753	150.39938848087294	1.072	1	0.21999999694526196
154.38264571486823	150.39999993338617	1.047	1	0.21999999694526196
153.78884116117524	150.39999999993563	1.028	1	0.21999999694526196
154.39142334560594	150.3999993761434	1.057	1	0.21999999694526196
154.26108513903228	150.3999999470273	1.049	1	0.21999999694526196
154.58490862628008	150.39999982741682	1.052	1	0.21999999694526196
154.68881124641783	150.39999994864394	1.082	1	0.21999999694526196
154.38798418264798	150.39999975246766	1.047	1	0.21999999694526196
153.96064256709553	150.39999956001927	1.054	1	0.21999999694526196
153.33132687499437	150.3999616068162	1.026	1	0.21999999694526196
153.39420142352748	150.3999855129964	1.024	1	0.22999999672174454
154.3626701949797	150.3999998085319	1.098	1	0.22999999672174454
153.69420432212576	150.3999983927726	1.074	1	0.22999999672174454
154.6854811120804	150.39999959954508	1.098	1	0.22999999672174454
155.01961807458312	150.39999202897187	1.095	1	0.22999999672174454
154.73041458619045	150.3999995239122	1.092	1	0.22999999672174454
153.58283456685223	150.39999981447437	1.098	1	0.22999999672174454
154.66674236463712	150.39999989109907	1.088	1	0.22999999672174454
154.91556545652986	150.39999994924136	1.085	1	0.22999999672174454
154.46507845998698	150.39999984740456	1.068	1	0.22999999672174454
153.68154041052884	150.39999928719826	1.084	1	0.22999999672174454
154.80040993087766	150.39999996149058	1.085	1	0.22999999672174454
153.6949071645881	150.39999985004027	1.07	1	0.22999999672174454
154.61464529905243	150.39999996963581	1.045	1	0.22999999672174454
154.95956654695	150.399983674108	1.075	1	0.22999999672174454
154.4330071110223	150.39999590040404	1.026	1	0.22999999672174454
154.23228235693554	150.39998497706574	1.083	1	0.22999999672174454
153.50343033499502	150.3999999786882	1.073	1	0.22999999672174454
153.1235963998269	150.39999998233088	1.112	1	0.22999999672174454
154.13349447286595	150.3999999743623	1.042	1	0.22999999672174454
153.5999933293731	150.39765207305538	1.103	1	0.23999999649822712
154.02322275026538	150.39999921353134	1.049	1	0.23999999649822712
153.42291854020303	150.39999904855952	1.084	1	0.23999999649822712
154.40548878098926	150.39999999320662	1.042	1	0.23999999649822712
154.13144018478098	150.39999963215826	1.052	1	0.23999999649822712
152.65140767377935	150.39996615300564	1.087	1	0.23999999649822712
154.36651925547451	150.39999083364455	1.048	1	0.23999999649822712
154.51425665410608	150.39829546606734	1.064	1	0.23999999649822712
154.4610356229817	150.39999958532582	1.077	1	0.23999999649822712
153.433752095419	150.39999977166144	1.099	1	0.23999999649822712
154.98772440363794	150.39999920671977	1.104	1	0.23999999649822712
154.56871325605843	150.3999999511123	1.119	1	0.23999999649822712
154.4914663863744	150.39999352624366	1.056	1	0.23999999649822712
154.21773566648346	150.39999915442755	1.076	1	0.23999999649822712
153.94062657236432	150.39999997418326	1.087	1	0.23999999649822712
154.7162473903134	150.39999995830837	1.116	1	0.23999999649822712
154.22418960035458	150.39999953989553	1.097	1	0.23999999649822712
154.71302054153605	150.39998356116507	1.099	1	0.23999999649822712
154.39586407277545	150.39999964313876	1.129	1	0.23999999649822712
154.59009793561577	150.39999999592465	1.096	1	0.23999999649822712
154.34485825990774	150.39999874680984	1.117	1	0.2499999962747097
154.08111597072596	150.3999999624343	1.129	1	0.2499999962747097
154.6528037218531	150.3999999821391	1.113	1	0.2499999962747097
154.35268365251932	150.39999987269903	1.098	1	0.2499999962747097
154.54355472581767	150.39999967262963	1.087	1	0.2499999962747097
154.76422017132953	150.399999869209	1.105	1	0.2499999962747097
154.82298727276319	150.39999986992427	1.125	1	0.2499999962747097
154.7963383914236	150.39999999836053	1.09	1	0.2499999962747097
154.15189298823006	150.39998543769886	1.12	1	0.2499999962747097
154.80695553165538	150.39999994445623	1.159	1	0.2499999962747097
154.94105144607565	150.39999851107228	1.102	1	0.2499999962747097
154.98141154161925	150.39999993963863	1.136	1	0.2499999962747097
154.12737732715362	150.3999999889375	1.077	1	0.2499999962747097
154.84878865185425	150.39972415548516	1.11	1	0.2499999962747097
154.85434622222874	150.3999999995262	1.134	1	0.2499999962747097
154.78452543239536	150.39999983931872	1.122	1	0.2499999962747097
154.48509911420928	150.39999993581438	1.085	1	0.2499999962747097
154.33288500051265	150.39955065977995	1.124	1	0.2499999962747097
154.77462372612763	150.39999995503825	1.151	1	0.2499999962747097
154.72711910288723	150.39999998622181	1.079	1	0.2499999962747097
154.8221458820924	150.39999993435134	1.135	1	0.2599999960511923
153.53230964217317	150.39928353202095	1.1	1	0.2599999960511923
153.2502793639301	150.3999051119076	1.163	1	0.2599999960511923
154.4652337914227	150.3999998292132	1.157	1	0.2599999960511923
153.65181059081945	150.39999988344206	1.135	1	0.2599999960511923
153.48345485917844	150.39999997901657	1.117	1	0.2599999960511923
155.09143727047544	150.3999999949631	1.177	1	0.2599999960511923
154.94463899019073	150.3999999496116	1.167	1	0.2599999960511923
154.26631747149042	150.3999999234197	1.119	1	0.2599999960511923
154.1085387978063	150.3999999386098	1.127	1	0.2599999960511923
154.41750763626914	150.39999958458304	1.118	1	0.2599999960511923
154.33180600285849	150.39999999927096	1.152	1	0.2599999960511923
154.84109989784554	150.39999996088153	1.133	1	0.2599999960511923
153.76052399773812	150.39999991249636	1.119	1	0.2599999960511923
153.99735760691732	150.39999987686508	1.146	1	0.2599999960511923
154.63454706010305	150.3999989119519	1.153	1	0.2599999960511923
154.41804681236613	150.39999998694114	1.119	1	0.2599999960511923
155.10928509894526	150.39999999635432	1.16	1	0.2599999960511923
154.17355191034545	150.38950099595633	1.179	1	0.2599999960511923
154.97647770622825	150.39999709789456	1.136	1	0.2599999960511923
154.21665286683594	150.3999999185933	1.171	1	0.26999999582767487
153.28345912330698	150.39738401776185	1.171	1	0.26999999582767487
154.66516230352437	150.39999998609093	1.145	1	0.26999999582767487
154.42352026946543	150.399999993325	1.146	1	0.26999999582767487
154.78821564271536	150.3999996551952	1.189	1	0.26999999582767487
