Wartość spakowanych itemków	Waga spakowanych itemków	Czas pakowania	Czy poprawne	Szansa crossovera
150.38005602232877	150.39942549967273	5.015	1	0.30000000447034836
145.97938994753457	150.39997022797942	5.287	1	0.30000000447034836
142.7939328285268	150.39916117794527	5.26	1	0.30000000447034836
140.885233291856	150.39937180343713	5.343	1	0.30000000447034836
146.7978566009936	150.39921604210622	5.382	1	0.30000000447034836
142.99122650434416	150.39940187952757	5.39	1	0.30000000447034836
141.86144722939363	150.39900062361218	5.355	1	0.30000000447034836
150.57533241409647	150.39402029469338	5.39	1	0.30000000447034836
145.73793395089223	150.39987928777842	5.285	1	0.30000000447034836
144.30848508537792	150.39987356320236	5.189	1	0.30000000447034836
145.94196965902185	150.3998867882048	5.234	1	0.30000000447034836
144.5909734182555	150.3997214307271	5.385	1	0.30000000447034836
144.94625155289572	150.3994932827077	5.446	1	0.30000000447034836
146.36855141063708	150.39982926256127	5.471	1	0.30000000447034836
141.13384933160717	150.399671337263	5.538	1	0.30000000447034836
142.69610801254242	150.39986628882795	5.357	1	0.30000000447034836
127.36585738132713	150.39999544733547	5.171	1	0.30000000447034836
142.4835836942769	150.39935525704732	5.51	1	0.30000000447034836
149.57190803642027	150.39998356085374	5.289	1	0.3500000052154064
149.46756820297801	150.39947725377502	5.346	1	0.3500000052154064
146.25415482169174	150.39991856031673	5.684	1	0.3500000052154064
145.8472777384753	150.39988432349557	5.348	1	0.3500000052154064
146.72828714658078	150.3998402187443	5.279	1	0.3500000052154064
144.33652193806844	150.39847239084955	5.577	1	0.3500000052154064
130.19199229498685	150.39939444753685	5.269	1	0.3500000052154064
148.6420031149293	150.3999958851685	5.42	1	0.3500000052154064
144.7498031366293	150.39985960706497	5.841	1	0.3500000052154064
132.09027114991477	150.39999710652603	5.412	1	0.3500000052154064
130.64511649187443	150.39994330846605	5.325	1	0.3500000052154064
142.89189349500916	150.39999363984955	5.726	1	0.3500000052154064
146.7053338296202	150.39964873345295	5.283	1	0.3500000052154064
144.46117673651383	150.39833940221857	5.36	1	0.3500000052154064
141.58878779605843	150.39996879419328	5.284	1	0.3500000052154064
144.00437020761092	150.39978320282637	5.315	1	0.3500000052154064
143.19099510382188	150.3998407812557	5.234	1	0.3500000052154064
145.88612807567773	150.39963831470953	5.018	1	0.3500000052154064
140.5171511868434	150.39978666059534	5.205	1	0.3500000052154064
146.6886102582635	150.3999827422338	5.485	1	0.3500000052154064
147.28005124853757	150.39994244552327	5.284	1	0.4000000059604645
147.17133532251722	150.39992470849535	5.302	1	0.4000000059604645
140.16217112100264	150.39999877807432	5.327	1	0.4000000059604645
146.1788320070675	150.39913110159802	5.308	1	0.4000000059604645
132.14146020756127	150.39998974683527	5.244	1	0.4000000059604645
152.70671173337095	150.39979273060464	5.385	1	0.4000000059604645
145.512425599655	150.39970035943315	5.328	1	0.4000000059604645
144.28154178298442	150.39986165006832	5.319	1	0.4000000059604645
148.93594929249372	150.39967574922326	5.363	1	0.4000000059604645
144.42970660157317	147.65760632214193	5.5	1	0.4000000059604645
149.12024727373984	150.39998573848334	5.151	1	0.4000000059604645
146.14676033856938	150.39971702111316	5.433	1	0.4000000059604645
147.95820262610638	150.39996955267725	4.916	1	0.4000000059604645
140.0686988126202	150.39998958708173	5.093	1	0.4000000059604645
144.158011590914	150.39919147138139	5.042	1	0.4000000059604645
148.30253889081158	150.39989144312318	5.222	1	0.4000000059604645
134.9975159701403	150.3752585299115	5.134	1	0.4000000059604645
143.7888444237748	150.399662294769	5.37	1	0.4000000059604645
142.66733751091581	150.39962567205424	5.255	1	0.4000000059604645
138.64891127937156	150.39949717229314	4.382	1	0.4000000059604645
145.30405443321166	150.3999286570264	3.097	1	0.45000000670552254
142.66730045173722	150.39999828388778	3.08	1	0.45000000670552254
140.776983277312	150.393993401145	3.188	1	0.45000000670552254
139.25362019195666	150.39996519792632	3.078	1	0.45000000670552254
143.52600859148825	150.39967518025998	3.007	1	0.45000000670552254
142.05146914140434	150.39996516981626	3.128	1	0.45000000670552254
145.08275388645706	150.3995366720486	2.94	1	0.45000000670552254
141.82877757166085	149.8441233995948	3.063	1	0.45000000670552254
147.97199954961815	150.39856316384257	3.119	1	0.45000000670552254
145.06141705262422	150.39994952229367	3.04	1	0.45000000670552254
150.48687806171503	150.39999979217933	2.927	1	0.45000000670552254
146.92375068140515	150.39982311535968	2.868	1	0.45000000670552254
149.03944627978615	150.39973190745215	3.13	1	0.45000000670552254
149.0792015139423	150.39998458526304	2.942	1	0.45000000670552254
143.61801696372376	150.39952052844308	3.064	1	0.45000000670552254
147.85293771217718	150.3993159320832	2.886	1	0.45000000670552254
139.1529001828215	150.3989422444617	2.899	1	0.45000000670552254
147.6999151028531	150.39987330412475	2.964	1	0.45000000670552254
150.71989040090727	150.3998747399858	2.993	1	0.45000000670552254
143.0315408018455	150.39987546274745	2.852	1	0.45000000670552254
143.65412233958335	150.39856816231463	3.024	1	0.5000000074505806
145.85490694306873	150.39635914402956	2.841	1	0.5000000074505806
148.33243839039162	150.39980347931925	2.856	1	0.5000000074505806
150.8581239669531	150.3996187211036	3.027	1	0.5000000074505806
145.20671444439765	150.39964880025772	2.789	1	0.5000000074505806
147.42846799531372	150.39996064392062	2.966	1	0.5000000074505806
145.95854979677574	150.3999600941526	2.996	1	0.5000000074505806
137.89155557495243	150.39954511643157	2.933	1	0.5000000074505806
145.27637702478037	150.39995648280535	2.949	1	0.5000000074505806
141.51801402841815	150.3996514263407	2.902	1	0.5000000074505806
143.76050618067578	150.39996296226053	3.043	1	0.5000000074505806
148.5169350596654	150.3999026477453	2.902	1	0.5000000074505806
150.77007177105378	150.3991490188282	3.121	1	0.5000000074505806
136.8991050925796	150.39998919655858	2.948	1	0.5000000074505806
144.37428560626068	150.39545171287213	2.709	1	0.5000000074505806
146.91834417833124	150.3999887539829	2.839	1	0.5000000074505806
150.6863795988778	150.39996537675484	3.046	1	0.5000000074505806
142.7556090590548	150.39909258945306	2.903	1	0.5000000074505806
147.05623509201382	150.39999873240967	3.005	1	0.5000000074505806
139.7287716865334	150.39972741790865	2.843	1	0.5000000074505806
143.44099495422364	150.39973567044734	2.846	1	0.5500000081956387
144.25718463841181	150.3998971784626	2.842	1	0.5500000081956387
131.51768435481608	150.39983985037645	3.002	1	0.5500000081956387
142.34531224418203	150.3999544363252	3.089	1	0.5500000081956387
148.46725395491094	150.39999919769434	3.021	1	0.5500000081956387
147.32785835854776	150.39939557526606	2.873	1	0.5500000081956387
151.45842698310994	150.39986066848974	2.827	1	0.5500000081956387
149.54590468578022	150.3986960328626	2.955	1	0.5500000081956387
135.79044855883114	150.39721002168073	3.147	1	0.5500000081956387
134.98958028625984	150.3996289071788	2.954	1	0.5500000081956387
145.65561534161083	150.397545673437	3.017	1	0.5500000081956387
148.39089703499698	150.39976048720118	3.034	1	0.5500000081956387
149.49496035492848	150.3999844106385	3.055	1	0.5500000081956387
150.01925906883548	150.3999570981227	3.021	1	0.5500000081956387
151.72001511791782	150.39990751463375	3.051	1	0.5500000081956387
149.65411577472548	150.39998924642344	3.042	1	0.5500000081956387
148.72096640147097	150.3998835418814	3.055	1	0.5500000081956387
147.39562003552246	150.39998797515503	2.913	1	0.5500000081956387
123.35442331544755	150.39968224778448	3.176	1	0.5500000081956387
146.36313942634848	150.39999904833135	3.003	1	0.5500000081956387
150.26375075413821	150.39999994942048	2.955	1	0.6000000089406967
146.84744306171365	150.39991696827454	2.981	1	0.6000000089406967
144.73804669708483	150.39996181363307	2.985	1	0.6000000089406967
147.91062214586984	150.39995644765307	2.958	1	0.6000000089406967
145.88753514068162	150.39199128165563	2.937	1	0.6000000089406967
142.52945695498147	150.39988030800833	2.952	1	0.6000000089406967
147.82543595424482	150.33047225758935	2.889	1	0.6000000089406967
146.28186100141093	150.39991371860063	2.769	1	0.6000000089406967
139.42286079050015	150.3999914699924	3.143	1	0.6000000089406967
149.8219152827591	150.39998583985974	2.86	1	0.6000000089406967
139.15343737802473	150.39999456106992	2.948	1	0.6000000089406967
148.91798614811137	150.39909921014706	2.901	1	0.6000000089406967
143.10698531188987	150.39962581512367	2.853	1	0.6000000089406967
149.32437923220755	150.39996724970746	2.854	1	0.6000000089406967
150.7858436523534	150.39979011159653	2.886	1	0.6000000089406967
150.54147568656686	150.39989527833097	2.878	1	0.6000000089406967
146.56730744144716	150.3999470852058	2.931	1	0.6000000089406967
150.7069808794554	150.39948583632471	2.785	1	0.6000000089406967
150.71630360995067	150.399856523408	2.907	1	0.6000000089406967
148.87472204768216	150.398422218643	2.967	1	0.6000000089406967
148.46589176869938	150.39964430656184	2.954	1	0.6500000096857548
147.96971931775184	150.39958050215822	2.925	1	0.6500000096857548
145.5453730904135	150.3879756848525	2.878	1	0.6500000096857548
146.6674547040526	150.3997780106265	2.947	1	0.6500000096857548
151.41081886344833	150.3996761344662	2.919	1	0.6500000096857548
140.7596762193134	150.39106991788512	3.001	1	0.6500000096857548
142.38666343349325	150.39923471253803	2.988	1	0.6500000096857548
148.40282131045862	150.36378885047586	3.011	1	0.6500000096857548
136.7704359717966	150.39937729034617	3.136	1	0.6500000096857548
147.93393967049713	150.39973139247178	2.848	1	0.6500000096857548
151.75898993187405	150.3999967293388	3.074	1	0.6500000096857548
144.63878789987496	150.3999537540179	2.938	1	0.6500000096857548
148.25134904969107	150.3999932634813	3.068	1	0.6500000096857548
150.97467894159283	150.39992147262345	2.883	1	0.6500000096857548
147.07857163984374	150.39868144894888	2.933	1	0.6500000096857548
147.53063535686977	150.39987019821103	2.997	1	0.6500000096857548
148.39551048430877	150.39999267827517	2.998	1	0.6500000096857548
149.7944407737827	150.3999918741298	2.899	1	0.6500000096857548
147.9425303644251	150.3999954486529	2.819	1	0.6500000096857548
138.2179585799056	150.36245902853028	2.987	1	0.6500000096857548
149.2987026311663	150.3997000011984	2.872	1	0.7000000104308128
146.67209793244277	150.17956432618953	2.88	1	0.7000000104308128
144.47141921385872	150.39342700060774	2.967	1	0.7000000104308128
151.1049184756801	150.3998820816089	3.025	1	0.7000000104308128
148.7395155575539	150.39950617339363	3.16	1	0.7000000104308128
150.18579710039302	150.39522444564275	3.022	1	0.7000000104308128
148.0001036736608	150.3992064127678	3.093	1	0.7000000104308128
149.58105538831438	150.3990092170704	3.003	1	0.7000000104308128
148.0429755711667	150.39993550120866	2.84	1	0.7000000104308128
143.40267582878116	150.39997789481853	2.908	1	0.7000000104308128
152.15010714267672	149.31470769200251	2.848	1	0.7000000104308128
148.34734994652086	150.3984162312986	2.931	1	0.7000000104308128
143.0843909226277	150.39934631608784	2.798	1	0.7000000104308128
146.39117744972103	150.39999125595148	2.97	1	0.7000000104308128
150.78017153209782	150.39998672231144	2.946	1	0.7000000104308128
149.19298250137183	150.39994798252843	2.968	1	0.7000000104308128
143.3233263122843	150.39978351801452	2.925	1	0.7000000104308128
150.0641178128504	150.39998857002163	2.887	1	0.7000000104308128
147.7513749463298	150.3987234073472	2.883	1	0.7000000104308128
147.35118783274422	150.39983836002475	3.068	1	0.7000000104308128
143.67434329999168	149.0781942344074	3.016	1	0.7500000111758709
135.49128973267338	150.3155707041134	2.83	1	0.7500000111758709
149.92451953322134	150.39997326183536	3.066	1	0.7500000111758709
147.59667133720222	150.39980424744536	2.957	1	0.7500000111758709
145.162535365624	150.3996297810276	2.928	1	0.7500000111758709
149.56848806489444	150.39976719788422	2.951	1	0.7500000111758709
141.82428306444496	150.39989201569185	3.044	1	0.7500000111758709
148.33205910624852	150.3998109954117	2.863	1	0.7500000111758709
140.7353227401464	150.3997865014088	2.977	1	0.7500000111758709
151.19188890686416	150.3780133398708	2.963	1	0.7500000111758709
150.7162458257289	150.3999687124708	3.037	1	0.7500000111758709
151.56998150780322	150.35853245037094	3.064	1	0.7500000111758709
148.9970264790554	150.39993059583415	2.656	1	0.7500000111758709
140.20909950060135	150.35269244828552	2.855	1	0.7500000111758709
150.3880082294042	150.3999791043564	2.891	1	0.7500000111758709
145.51457185068935	150.39948042619665	2.806	1	0.7500000111758709
153.0659482071991	150.39999653829955	2.905	1	0.7500000111758709
150.7711815460273	150.39996956382186	2.981	1	0.7500000111758709
143.11707282759832	150.3998571572773	2.985	1	0.7500000111758709
152.13244755442642	150.39999825064868	2.98	1	0.7500000111758709
146.37973527187518	150.39662904011305	3.03	1	0.800000011920929
147.07408504417077	150.39978826272184	3.053	1	0.800000011920929
146.38970594283717	150.39809483708473	2.983	1	0.800000011920929
148.94349345088747	150.3986192772719	3.022	1	0.800000011920929
149.19880087444585	150.3985333751178	3.021	1	0.800000011920929
147.2361745313639	150.39998095004566	3.028	1	0.800000011920929
146.39053622357417	150.39992647100328	2.927	1	0.800000011920929
151.58351960830717	150.39969618944184	2.986	1	0.800000011920929
148.8886046346418	150.39999632163568	2.966	1	0.800000011920929
147.74929804939256	150.39960128528256	3.014	1	0.800000011920929
152.5768982582382	150.39843804211594	3.025	1	0.800000011920929
150.77482151074057	150.34266499404396	2.944	1	0.800000011920929
145.77528732042288	150.39994255202765	2.98	1	0.800000011920929
146.53449705470334	150.39985556434283	2.978	1	0.800000011920929
146.78863523660144	150.39991395398468	3.068	1	0.800000011920929
145.89530004406694	150.39864597459615	3.04	1	0.800000011920929
148.55337247217096	150.39991692170295	2.977	1	0.800000011920929
150.50229483118957	150.39999438126063	3.05	1	0.800000011920929
148.2177184002249	150.39996687679923	3.032	1	0.800000011920929
142.85293702345888	150.38121878234654	2.999	1	0.800000011920929
152.07555278168962	150.39999404206367	2.797	1	0.850000012665987
149.063607284636	150.38466326918868	2.926	1	0.850000012665987
144.73521223898192	150.3930645306154	2.924	1	0.850000012665987
149.64795294065584	150.39931941436137	2.905	1	0.850000012665987
138.40995967825037	150.3990988305087	2.853	1	0.850000012665987
146.32290802628836	150.3999781019388	2.943	1	0.850000012665987
144.09965239777776	150.39982401513527	3.087	1	0.850000012665987
146.3733759373756	150.39975638524717	3.034	1	0.850000012665987
150.5251224913977	150.39996079801313	3.162	1	0.850000012665987
151.35306727662126	150.39986316683087	3.098	1	0.850000012665987
152.07219575157075	150.39999994743252	2.932	1	0.850000012665987
139.44004457170007	150.3999803240335	3.069	1	0.850000012665987
149.75494083167595	150.39985523594117	3.08	1	0.850000012665987
146.54477049282974	150.06279814215492	3.107	1	0.850000012665987
151.22316673440136	150.35300142243221	3.034	1	0.850000012665987
149.9398392594508	150.39960846721257	3.096	1	0.850000012665987
148.8974960070682	150.39993385089588	2.964	1	0.850000012665987
151.47146516234622	150.39099341949841	2.914	1	0.850000012665987
147.23909169402882	150.39996821453906	2.928	1	0.850000012665987
145.27415011015108	150.3999790749807	2.954	1	0.850000012665987
151.27307112091222	150.38097067279645	3.003	1	0.9000000134110451
151.09993240230085	150.3851372023475	2.902	1	0.9000000134110451
149.83313285103418	150.39982789471847	3.12	1	0.9000000134110451
149.45533741243628	150.39999884858398	2.864	1	0.9000000134110451
149.60360945297617	150.39991581034369	3.057	1	0.9000000134110451
148.5255412617928	150.39195685519257	3.038	1	0.9000000134110451
152.8788137469726	150.3749956926854	3.001	1	0.9000000134110451
145.2934225338616	150.39996927238485	2.942	1	0.9000000134110451
148.08737409134596	150.35634715360638	2.808	1	0.9000000134110451
142.71104658381594	150.0586157794779	2.802	1	0.9000000134110451
146.6280668610969	150.35508946483438	2.946	1	0.9000000134110451
149.91431183134281	150.39810908133526	3.008	1	0.9000000134110451
151.25124007181145	150.39967878788127	2.946	1	0.9000000134110451
144.9347221505008	150.37226981061193	2.989	1	0.9000000134110451
146.60722847383002	150.39991967695659	2.856	1	0.9000000134110451
148.550019568905	150.39993868227788	2.814	1	0.9000000134110451
139.90735618982757	150.36215427293246	2.818	1	0.9000000134110451
145.9684644507537	150.38525833473807	2.782	1	0.9000000134110451
143.1764077351802	150.30706363105733	2.947	1	0.9000000134110451
150.11974710920413	150.3998373921881	3.051	1	0.9000000134110451
150.2391067617343	150.39815660265137	3.009	1	0.9500000141561031
150.5324371389226	150.39979133486392	3.044	1	0.9500000141561031
149.93497896883616	150.32767441455863	2.975	1	0.9500000141561031
144.15923250327052	150.39034306116906	2.999	1	0.9500000141561031
148.42207548644453	150.39997749698057	3.124	1	0.9500000141561031
146.874000737882	150.37246815904393	3.137	1	0.9500000141561031
145.34006512654673	150.39997368439705	3.005	1	0.9500000141561031
143.2331262715139	150.39990720445283	3.004	1	0.9500000141561031
150.65073273706548	150.3999732642405	3.04	1	0.9500000141561031
148.81587742685693	150.39645505529563	3.073	1	0.9500000141561031
150.78550271841087	150.3998270851999	2.834	1	0.9500000141561031
141.14117630718874	150.39998325942668	2.969	1	0.9500000141561031
141.6598008570673	150.32919759033652	2.879	1	0.9500000141561031
149.41040224502112	150.39653231066575	2.903	1	0.9500000141561031
145.75523394280265	150.39964943057743	2.971	1	0.9500000141561031
144.45379567024642	150.30965473931525	2.999	1	0.9500000141561031
143.4567839374082	150.38875227048334	3.156	1	0.9500000141561031
146.60991965776358	150.3787293789534	3.06	1	0.9500000141561031
140.03660723066884	150.3999595605115	2.982	1	0.9500000141561031
148.0183102290469	150.39997500939032	2.965	1	0.9500000141561031
